step,t,x,y,z,vx,vy,vz,X_inertial,Y_inertial,Jacobi_C,Jacobi_Drift
7882,7.882000,-0.25627580,-2.28311002,0.01174756,-1.71954039,-0.16674188,0.00361018,2.28939342,-0.19221457,3.1754207996,4.6458e-09
7883,7.883000,-0.25799563,-2.28327609,0.01175117,-1.72010882,-0.16539759,0.00360921,2.28980038,-0.19163937,3.1754207996,4.6458e-09
7884,7.884000,-0.25971602,-2.28344082,0.01175478,-1.72067614,-0.16405239,0.00360825,2.29020717,-0.19106415,3.1754207996,4.6458e-09
7885,7.885000,-0.26143698,-2.28360419,0.01175839,-1.72124237,-0.16270630,0.00360728,2.29061376,-0.19048891,3.1754207996,4.6458e-09
7886,7.886000,-0.26315850,-2.28376623,0.01176200,-1.72180749,-0.16135931,0.00360631,2.29102016,-0.18991365,3.1754207996,4.6458e-09
7887,7.887000,-0.26488059,-2.28392691,0.01176560,-1.72237151,-0.16001143,0.00360535,2.29142638,-0.18933839,3.1754207996,4.6458e-09
7888,7.888000,-0.26660325,-2.28408625,0.01176921,-1.72293443,-0.15866265,0.00360438,2.29183241,-0.18876310,3.1754207996,4.6458e-09
7889,7.889000,-0.26832646,-2.28424424,0.01177281,-1.72349623,-0.15731298,0.00360341,2.29223825,-0.18818780,3.1754207996,4.6458e-09
7890,7.890000,-0.27005024,-2.28440088,0.01177641,-1.72405693,-0.15596242,0.00360245,2.29264390,-0.18761249,3.1754207996,4.6458e-09
7891,7.891000,-0.27177458,-2.28455616,0.01178002,-1.72461652,-0.15461097,0.00360148,2.29304936,-0.18703716,3.1754207996,4.6458e-09
7892,7.892000,-0.27349947,-2.28471010,0.01178362,-1.72517501,-0.15325863,0.00360052,2.29345464,-0.18646182,3.1754207996,4.6458e-09
7893,7.893000,-0.27522493,-2.28486268,0.01178722,-1.72573237,-0.15190540,0.00359955,2.29385973,-0.18588646,3.1754207996,4.6458e-09
7894,7.894000,-0.27695094,-2.28501391,0.01179082,-1.72628863,-0.15055128,0.00359859,2.29426463,-0.18531108,3.1754207996,4.6458e-09
7895,7.895000,-0.27867750,-2.28516378,0.01179441,-1.72684378,-0.14919627,0.00359762,2.29466934,-0.18473570,3.1754207996,4.6458e-09
7896,7.896000,-0.28040462,-2.28531230,0.01179801,-1.72739781,-0.14784038,0.00359666,2.29507387,-0.18416029,3.1754207996,4.6458e-09
7897,7.897000,-0.28213230,-2.28545946,0.01180161,-1.72795072,-0.14648360,0.00359569,2.29547820,-0.18358487,3.1754207996,4.6458e-09
7898,7.898000,-0.28386053,-2.28560527,0.01180520,-1.72850252,-0.14512594,0.00359473,2.29588235,-0.18300944,3.1754207996,4.6458e-09
7899,7.899000,-0.28558930,-2.28574971,0.01180880,-1.72905320,-0.14376739,0.00359377,2.29628632,-0.18243399,3.1754207996,4.6458e-09
7900,7.900000,-0.28731863,-2.28589280,0.01181239,-1.72960276,-0.14240796,0.00359280,2.29669009,-0.18185853,3.1754207996,4.6458e-09
7901,7.901000,-0.28904851,-2.28603453,0.01181598,-1.73015120,-0.14104765,0.00359184,2.29709368,-0.18128305,3.1754207996,4.6458e-09
7902,7.902000,-0.29077893,-2.28617490,0.01181957,-1.73069851,-0.13968646,0.00359087,2.29749708,-0.18070756,3.1754207996,4.6458e-09
7903,7.903000,-0.29250990,-2.28631390,0.01182316,-1.73124471,-0.13832439,0.00358991,2.29790029,-0.18013206,3.1754207996,4.6458e-09
7904,7.904000,-0.29424142,-2.28645155,0.01182675,-1.73178978,-0.13696145,0.00358895,2.29830332,-0.17955654,3.1754207996,4.6458e-09
7905,7.905000,-0.29597348,-2.28658782,0.01183034,-1.73233373,-0.13559762,0.00358798,2.29870615,-0.17898100,3.1754207996,4.6458e-09
7906,7.906000,-0.29770609,-2.28672274,0.01183393,-1.73287655,-0.13423292,0.00358702,2.29910881,-0.17840545,3.1754207996,4.6458e-09
7907,7.907000,-0.29943924,-2.28685629,0.01183752,-1.73341824,-0.13286734,0.00358606,2.29951127,-0.17782989,3.1754207996,4.6458e-09
7908,7.908000,-0.30117293,-2.28698847,0.01184110,-1.73395881,-0.13150088,0.00358509,2.29991355,-0.17725431,3.1754207996,4.6458e-09
7909,7.909000,-0.30290715,-2.28711929,0.01184469,-1.73449825,-0.13013355,0.00358413,2.30031564,-0.17667872,3.1754207996,4.6458e-09
7910,7.910000,-0.30464192,-2.28724874,0.01184827,-1.73503655,-0.12876535,0.00358317,2.30071754,-0.17610312,3.1754207996,4.6458e-09
7911,7.911000,-0.30637723,-2.28737682,0.01185185,-1.73557373,-0.12739628,0.00358221,2.30111926,-0.17552750,3.1754207996,4.6458e-09
7912,7.912000,-0.30811307,-2.28750353,0.01185543,-1.73610977,-0.12602633,0.00358124,2.30152078,-0.17495187,3.1754207996,4.6458e-09
7913,7.913000,-0.30984945,-2.28762887,0.01185902,-1.73664468,-0.12465552,0.00358028,2.30192213,-0.17437622,3.1754207996,4.6458e-09
7914,7.914000,-0.31158636,-2.28775284,0.01186260,-1.73717845,-0.12328383,0.00357932,2.30232328,-0.17380056,3.1754207996,4.6458e-09
7915,7.915000,-0.31332380,-2.28787544,0.01186617,-1.73771109,-0.12191128,0.00357836,2.30272425,-0.17322488,3.1754207996,4.6458e-09
7916,7.916000,-0.31506178,-2.28799667,0.01186975,-1.73824259,-0.12053786,0.00357740,2.30312503,-0.17264920,3.1754207996,4.6458e-09
7917,7.917000,-0.31680029,-2.28811652,0.01187333,-1.73877295,-0.11916358,0.00357643,2.30352563,-0.17207349,3.1754207996,4.6458e-09
7918,7.918000,-0.31853932,-2.28823499,0.01187691,-1.73930218,-0.11778842,0.00357547,2.30392604,-0.17149778,3.1754207996,4.6458e-09
7919,7.919000,-0.32027889,-2.28835209,0.01188048,-1.73983026,-0.11641241,0.00357451,2.30432626,-0.17092205,3.1754207996,4.6458e-09
7920,7.920000,-0.32201898,-2.28846782,0.01188405,-1.74035720,-0.11503553,0.00357355,2.30472630,-0.17034631,3.1754207996,4.6458e-09
7921,7.921000,-0.32375961,-2.28858216,0.01188763,-1.74088299,-0.11365779,0.00357259,2.30512615,-0.16977055,3.1754207996,4.6458e-09
7922,7.922000,-0.32550075,-2.28869513,0.01189120,-1.74140765,-0.11227918,0.00357163,2.30552581,-0.16919478,3.1754207996,4.6458e-09
7923,7.923000,-0.32724242,-2.28880672,0.01189477,-1.74193116,-0.11089972,0.00357067,2.30592529,-0.16861900,3.1754207996,4.6458e-09
7924,7.924000,-0.32898461,-2.28891693,0.01189834,-1.74245352,-0.10951940,0.00356971,2.30632458,-0.16804320,3.1754207996,4.6458e-09
7925,7.925000,-0.33072733,-2.28902576,0.01190191,-1.74297473,-0.10813822,0.00356875,2.30672369,-0.16746739,3.1754207996,4.6458e-09
7926,7.926000,-0.33247056,-2.28913321,0.01190548,-1.74349480,-0.10675618,0.00356779,2.30712261,-0.16689157,3.1754207996,4.6458e-09
7927,7.927000,-0.33421432,-2.28923927,0.01190905,-1.74401372,-0.10537328,0.00356683,2.30752134,-0.16631574,3.1754207996,4.6458e-09
7928,7.928000,-0.33595859,-2.28934395,0.01191261,-1.74453148,-0.10398953,0.00356587,2.30791989,-0.16573989,3.1754207996,4.6458e-09
7929,7.929000,-0.33770338,-2.28944725,0.01191618,-1.74504810,-0.10260492,0.00356491,2.30831825,-0.16516403,3.1754207996,4.6458e-09
7930,7.930000,-0.33944868,-2.28954916,0.01191974,-1.74556356,-0.10121946,0.00356395,2.30871642,-0.16458815,3.1754207996,4.6458e-09
7931,7.931000,-0.34119451,-2.28964969,0.01192331,-1.74607786,-0.09983315,0.00356299,2.30911441,-0.16401226,3.1754207996,4.6458e-09
7932,7.932000,-0.34294084,-2.28974883,0.01192687,-1.74659102,-0.09844598,0.00356203,2.30951222,-0.16343636,3.1754207996,4.6458e-09
7933,7.933000,-0.34468769,-2.28984658,0.01193043,-1.74710301,-0.09705797,0.00356107,2.30990984,-0.16286045,3.1754207996,4.6458e-09
7934,7.934000,-0.34643505,-2.28994295,0.01193399,-1.74761385,-0.09566910,0.00356011,2.31030727,-0.16228452,3.1754207996,4.6458e-09
7935,7.935000,-0.34818291,-2.29003792,0.01193755,-1.74812353,-0.09427939,0.00355915,2.31070451,-0.16170858,3.1754207996,4.6458e-09
7936,7.936000,-0.34993129,-2.29013150,0.01194111,-1.74863205,-0.09288883,0.00355819,2.31110158,-0.16113263,3.1754207996,4.6458e-09
7937,7.937000,-0.35168018,-2.29022370,0.01194467,-1.74913941,-0.09149742,0.00355723,2.31149845,-0.16055667,3.1754207996,4.6458e-09
7938,7.938000,-0.35342957,-2.29031450,0.01194822,-1.74964561,-0.09010516,0.00355628,2.31189514,-0.15998069,3.1754207996,4.6458e-09
7939,7.939000,-0.35517947,-2.29040391,0.01195178,-1.75015065,-0.08871206,0.00355532,2.31229165,-0.15940470,3.1754207996,4.6458e-09
7940,7.940000,-0.35692987,-2.29049192,0.01195533,-1.75065452,-0.08731812,0.00355436,2.31268797,-0.15882870,3.1754207996,4.6458e-09
7941,7.941000,-0.35868078,-2.29057854,0.01195889,-1.75115722,-0.08592334,0.00355340,2.31308410,-0.15825269,3.1754207996,4.6458e-09
7942,7.942000,-0.36043219,-2.29066377,0.01196244,-1.75165876,-0.08452771,0.00355244,2.31348005,-0.15767666,3.1754207996,4.6458e-09
7943,7.943000,-0.36218409,-2.29074760,0.01196599,-1.75215914,-0.08313124,0.00355149,2.31387581,-0.15710062,3.1754207996,4.6458e-09
7944,7.944000,-0.36393650,-2.29083003,0.01196954,-1.75265834,-0.08173393,0.00355053,2.31427139,-0.15652457,3.1754207996,4.6458e-09
7945,7.945000,-0.36568941,-2.29091107,0.01197309,-1.75315638,-0.08033578,0.00354957,2.31466678,-0.15594851,3.1754207996,4.6458e-09
7946,7.946000,-0.36744282,-2.29099070,0.01197664,-1.75365324,-0.07893680,0.00354861,2.31506199,-0.15537243,3.1754207996,4.6458e-09
7947,7.947000,-0.36919672,-2.29106894,0.01198019,-1.75414893,-0.07753698,0.00354766,2.31545702,-0.15479635,3.1754207996,4.6458e-09
7948,7.948000,-0.37095111,-2.29114578,0.01198374,-1.75464345,-0.07613632,0.00354670,2.31585185,-0.15422025,3.1754207996,4.6458e-09
7949,7.949000,-0.37270600,-2.29122121,0.01198728,-1.75513680,-0.07473483,0.00354574,2.31624651,-0.15364413,3.1754207996,4.6458e-09
7950,7.950000,-0.37446139,-2.29129525,0.01199083,-1.75562897,-0.07333250,0.00354479,2.31664098,-0.15306801,3.1754207996,4.6458e-09
7951,7.951000,-0.37621726,-2.29136788,0.01199437,-1.75611996,-0.07192934,0.00354383,2.31703526,-0.15249188,3.1754207996,4.6458e-09
7952,7.952000,-0.37797363,-2.29143910,0.01199792,-1.75660978,-0.07052535,0.00354287,2.31742936,-0.15191573,3.1754207996,4.6458e-09
7953,7.953000,-0.37973048,-2.29150893,0.01200146,-1.75709842,-0.06912053,0.00354192,2.31782328,-0.15133957,3.1754207996,4.6458e-09
7954,7.954000,-0.38148782,-2.29157735,0.01200500,-1.75758588,-0.06771488,0.00354096,2.31821701,-0.15076340,3.1754207996,4.6458e-09
7955,7.955000,-0.38324565,-2.29164436,0.01200854,-1.75807216,-0.06630840,0.00354001,2.31861055,-0.15018722,3.1754207996,4.6458e-09
7956,7.956000,-0.38500397,-2.29170996,0.01201208,-1.75855726,-0.06490109,0.00353905,2.31900391,-0.14961102,3.1754207996,4.6458e-09
7957,7.957000,-0.38676277,-2.29177416,0.01201562,-1.75904117,-0.06349295,0.00353810,2.31939709,-0.14903482,3.1754207996,4.6458e-09
7958,7.958000,-0.38852205,-2.29183695,0.01201916,-1.75952390,-0.06208399,0.00353714,2.31979008,-0.14845860,3.1754207996,4.6458e-09
7959,7.959000,-0.39028181,-2.29189833,0.01202269,-1.76000545,-0.06067421,0.00353618,2.32018289,-0.14788237,3.1754207996,4.6458e-09
7960,7.960000,-0.39204206,-2.29195830,0.01202623,-1.76048581,-0.05926360,0.00353523,2.32057551,-0.14730613,3.1754207996,4.6458e-09
7961,7.961000,-0.39380278,-2.29201685,0.01202976,-1.76096498,-0.05785217,0.00353427,2.32096795,-0.14672988,3.1754207996,4.6458e-09
7962,7.962000,-0.39556399,-2.29207400,0.01203330,-1.76144297,-0.05643991,0.00353332,2.32136021,-0.14615362,3.1754207996,4.6458e-09
7963,7.963000,-0.39732567,-2.29212973,0.01203683,-1.76191976,-0.05502684,0.00353236,2.32175228,-0.14557735,3.1754207996,4.6458e-09
7964,7.964000,-0.39908783,-2.29218405,0.01204036,-1.76239537,-0.05361294,0.00353141,2.32214416,-0.14500106,3.1754207996,4.6458e-09
7965,7.965000,-0.40085046,-2.29223696,0.01204389,-1.76286978,-0.05219823,0.00353046,2.32253587,-0.14442476,3.1754207996,4.6458e-09
7966,7.966000,-0.40261357,-2.29228845,0.01204742,-1.76334301,-0.05078270,0.00352950,2.32292739,-0.14384846,3.1754207996,4.6458e-09
7967,7.967000,-0.40437715,-2.29233852,0.01205095,-1.76381503,-0.04936636,0.00352855,2.32331872,-0.14327214,3.1754207996,4.6458e-09
7968,7.968000,-0.40614120,-2.29238718,0.01205448,-1.76428587,-0.04794920,0.00352759,2.32370987,-0.14269581,3.1754207996,4.6458e-09
7969,7.969000,-0.40790572,-2.29243442,0.01205801,-1.76475551,-0.04653122,0.00352664,2.32410084,-0.14211947,3.1754207996,4.6458e-09
7970,7.970000,-0.40967071,-2.29248024,0.01206153,-1.76522395,-0.04511243,0.00352569,2.32449162,-0.14154312,3.1754207996,4.6458e-09
7971,7.971000,-0.41143616,-2.29252465,0.01206506,-1.76569119,-0.04369283,0.00352473,2.32488222,-0.14096676,3.1754207996,4.6458e-09
7972,7.972000,-0.41320209,-2.29256763,0.01206858,-1.76615723,-0.04227241,0.00352378,2.32527264,-0.14039038,3.1754207996,4.6458e-09
7973,7.973000,-0.41496848,-2.29260919,0.01207211,-1.76662208,-0.04085119,0.00352283,2.32566287,-0.13981400,3.1754207996,4.6458e-09
7974,7.974000,-0.41673533,-2.29264933,0.01207563,-1.76708572,-0.03942916,0.00352187,2.32605292,-0.13923760,3.1754207996,4.6458e-09
7975,7.975000,-0.41850265,-2.29268805,0.01207915,-1.76754816,-0.03800632,0.00352092,2.32644278,-0.13866120,3.1754207996,4.6458e-09
7976,7.976000,-0.42027043,-2.29272534,0.01208267,-1.76800940,-0.03658267,0.00351997,2.32683247,-0.13808478,3.1754207996,4.6458e-09
7977,7.977000,-0.42203867,-2.29276121,0.01208619,-1.76846943,-0.03515822,0.00351902,2.32722196,-0.13750836,3.1754207996,4.6458e-09
7978,7.978000,-0.42380737,-2.29279566,0.01208971,-1.76892826,-0.03373296,0.00351806,2.32761128,-0.13693192,3.1754207996,4.6458e-09
7979,7.979000,-0.42557652,-2.29282868,0.01209323,-1.76938588,-0.03230689,0.00351711,2.32800041,-0.13635547,3.1754207996,4.6458e-09
7980,7.980000,-0.42734614,-2.29286027,0.01209674,-1.76984230,-0.03088003,0.00351616,2.32838936,-0.13577902,3.1754207996,4.6458e-09
7981,7.981000,-0.42911621,-2.29289044,0.01210026,-1.77029750,-0.02945236,0.00351521,2.32877813,-0.13520255,3.1754207996,4.6458e-09
7982,7.982000,-0.43088673,-2.29291918,0.01210377,-1.77075150,-0.02802389,0.00351426,2.32916671,-0.13462607,3.1754207996,4.6458e-09
7983,7.983000,-0.43265771,-2.29294649,0.01210729,-1.77120429,-0.02659462,0.00351330,2.32955511,-0.13404958,3.1754207996,4.6458e-09
7984,7.984000,-0.43442914,-2.29297237,0.01211080,-1.77165586,-0.02516455,0.00351235,2.32994332,-0.13347308,3.1754207996,4.6458e-09
7985,7.985000,-0.43620102,-2.29299682,0.01211431,-1.77210622,-0.02373368,0.00351140,2.33033136,-0.13289657,3.1754207996,4.6458e-09
7986,7.986000,-0.43797335,-2.29301983,0.01211782,-1.77255537,-0.02230202,0.00351045,2.33071921,-0.13232006,3.1754207996,4.6458e-09
7987,7.987000,-0.43974613,-2.29304142,0.01212133,-1.77300330,-0.02086956,0.00350950,2.33110687,-0.13174353,3.1754207996,4.6458e-09
7988,7.988000,-0.44151936,-2.29306157,0.01212484,-1.77345001,-0.01943631,0.00350855,2.33149436,-0.13116699,3.1754207996,4.6458e-09
7989,7.989000,-0.44329303,-2.29308029,0.01212835,-1.77389551,-0.01800226,0.00350760,2.33188166,-0.13059044,3.1754207996,4.6458e-09
7990,7.990000,-0.44506715,-2.29309758,0.01213186,-1.77433979,-0.01656743,0.00350665,2.33226878,-0.13001388,3.1754207996,4.6458e-09
7991,7.991000,-0.44684171,-2.29311343,0.01213536,-1.77478285,-0.01513180,0.00350570,2.33265571,-0.12943731,3.1754207996,4.6458e-09
7992,7.992000,-0.44861672,-2.29312784,0.01213887,-1.77522469,-0.01369538,0.00350475,2.33304247,-0.12886073,3.1754207996,4.6458e-09
7993,7.993000,-0.45039216,-2.29314082,0.01214237,-1.77566531,-0.01225817,0.00350380,2.33342904,-0.12828414,3.1754207996,4.6458e-09
7994,7.994000,-0.45216805,-2.29315236,0.01214588,-1.77610471,-0.01082017,0.00350285,2.33381543,-0.12770755,3.1754207996,4.6458e-09
7995,7.995000,-0.45394437,-2.29316246,0.01214938,-1.77654288,-0.00938138,0.00350190,2.33420163,-0.12713094,3.1754207996,4.6458e-09
7996,7.996000,-0.45572113,-2.29317112,0.01215288,-1.77697983,-0.00794181,0.00350095,2.33458766,-0.12655432,3.1754207996,4.6458e-09
7997,7.997000,-0.45749833,-2.29317834,0.01215638,-1.77741555,-0.00650145,0.00350000,2.33497350,-0.12597770,3.1754207996,4.6458e-09
7998,7.998000,-0.45927596,-2.29318412,0.01215988,-1.77785005,-0.00506031,0.00349905,2.33535916,-0.12540106,3.1754207996,4.6458e-09
7999,7.999000,-0.46105403,-2.29318846,0.01216338,-1.77828332,-0.00361839,0.00349810,2.33574463,-0.12482441,3.1754207996,4.6458e-09
8000,8.000000,-0.46283253,-2.29319136,0.01216688,-1.77871536,-0.00217569,0.00349715,2.33612993,-0.12424776,3.1754207996,4.6458e-09
8001,8.001000,-0.46461146,-2.29319281,0.01217037,-1.77914617,-0.00073220,0.00349620,2.33651504,-0.12367109,3.1754207996,4.6458e-09
8002,8.002000,-0.46639082,-2.29319282,0.01217387,-1.77957575,0.00071207,0.00349525,2.33689997,-0.12309442,3.1754207996,4.6458e-09
8003,8.003000,-0.46817061,-2.29319139,0.01217736,-1.78000409,0.00215711,0.00349430,2.33728472,-0.12251774,3.1754207996,4.6458e-09
8004,8.004000,-0.46995083,-2.29318851,0.01218086,-1.78043121,0.00360293,0.00349336,2.33766929,-0.12194104,3.1754207996,4.6458e-09
8005,8.005000,-0.47173147,-2.29318418,0.01218435,-1.78085709,0.00504953,0.00349241,2.33805367,-0.12136434,3.1754207996,4.6458e-09
8006,8.006000,-0.47351254,-2.29317841,0.01218784,-1.78128173,0.00649690,0.00349146,2.33843787,-0.12078763,3.1754207996,4.6458e-09
8007,8.007000,-0.47529403,-2.29317119,0.01219133,-1.78170514,0.00794505,0.00349051,2.33882189,-0.12021091,3.1754207996,4.6458e-09
8008,8.008000,-0.47707595,-2.29316252,0.01219482,-1.78212731,0.00939397,0.00348956,2.33920573,-0.11963418,3.1754207996,4.6458e-09
8009,8.009000,-0.47885829,-2.29315240,0.01219831,-1.78254825,0.01084366,0.00348862,2.33958939,-0.11905745,3.1754207996,4.6458e-09
8010,8.010000,-0.48064105,-2.29314083,0.01220180,-1.78296794,0.01229413,0.00348767,2.33997286,-0.11848070,3.1754207996,4.6458e-09
8011,8.011000,-0.48242422,-2.29312781,0.01220529,-1.78338640,0.01374536,0.00348672,2.34035616,-0.11790395,3.1754207996,4.6458e-09
8012,8.012000,-0.48420782,-2.29311334,0.01220877,-1.78380361,0.01519737,0.00348577,2.34073927,-0.11732718,3.1754207996,4.6458e-09
8013,8.013000,-0.48599183,-2.29309742,0.01221226,-1.78421958,0.01665014,0.00348483,2.34112220,-0.11675041,3.1754207996,4.6458e-09
8014,8.014000,-0.48777626,-2.29308004,0.01221574,-1.78463431,0.01810367,0.00348388,2.34150495,-0.11617363,3.1754207996,4.6458e-09
8015,8.015000,-0.48956110,-2.29306121,0.01221923,-1.78504779,0.01955798,0.00348293,2.34188752,-0.11559684,3.1754207996,4.6458e-09
8016,8.016000,-0.49134635,-2.29304092,0.01222271,-1.78546003,0.02101304,0.00348199,2.34226990,-0.11502004,3.1754207996,4.6458e-09
8017,8.017000,-0.49313202,-2.29301918,0.01222619,-1.78587102,0.02246888,0.00348104,2.34265211,-0.11444323,3.1754207996,4.6458e-09
8018,8.018000,-0.49491810,-2.29299598,0.01222967,-1.78628076,0.02392547,0.00348009,2.34303413,-0.11386641,3.1754207996,4.6458e-09
8019,8.019000,-0.49670458,-2.29297133,0.01223315,-1.78668925,0.02538282,0.00347915,2.34341597,-0.11328959,3.1754207996,4.6458e-09
8020,8.020000,-0.49849147,-2.29294522,0.01223663,-1.78709650,0.02684094,0.00347820,2.34379764,-0.11271276,3.1754207996,4.6458e-09
8021,8.021000,-0.50027877,-2.29291765,0.01224011,-1.78750249,0.02829981,0.00347726,2.34417912,-0.11213592,3.1754207996,4.6458e-09
8022,8.022000,-0.50206648,-2.29288862,0.01224358,-1.78790723,0.02975944,0.00347631,2.34456042,-0.11155907,3.1754207996,4.6458e-09
8023,8.023000,-0.50385459,-2.29285813,0.01224706,-1.78831072,0.03121983,0.00347536,2.34494153,-0.11098221,3.1754207996,4.6458e-09
8024,8.024000,-0.50564310,-2.29282618,0.01225053,-1.78871296,0.03268097,0.00347442,2.34532247,-0.11040534,3.1754207996,4.6458e-09
8025,8.025000,-0.50743201,-2.29279277,0.01225401,-1.78911394,0.03414287,0.00347347,2.34570323,-0.10982847,3.1754207996,4.6458e-09
8026,8.026000,-0.50922133,-2.29275789,0.01225748,-1.78951367,0.03560553,0.00347253,2.34608380,-0.10925159,3.1754207996,4.6458e-09
8027,8.027000,-0.51101104,-2.29272156,0.01226095,-1.78991214,0.03706893,0.00347158,2.34646420,-0.10867470,3.1754207996,4.6458e-09
8028,8.028000,-0.51280115,-2.29268375,0.01226442,-1.79030935,0.03853309,0.00347064,2.34684441,-0.10809780,3.1754207996,4.6458e-09
8029,8.029000,-0.51459166,-2.29264449,0.01226789,-1.79070530,0.03999799,0.00346969,2.34722444,-0.10752089,3.1754207996,4.6458e-09
8030,8.030000,-0.51638256,-2.29260376,0.01227136,-1.79109999,0.04146365,0.00346875,2.34760430,-0.10694398,3.1754207996,4.6458e-09
8031,8.031000,-0.51817386,-2.29256156,0.01227483,-1.79149342,0.04293005,0.00346781,2.34798397,-0.10636705,3.1754207996,4.6458e-09
8032,8.032000,-0.51996555,-2.29251790,0.01227830,-1.79188559,0.04439720,0.00346686,2.34836346,-0.10579012,3.1754207996,4.6458e-09
8033,8.033000,-0.52175763,-2.29247277,0.01228177,-1.79227649,0.04586510,0.00346592,2.34874277,-0.10521319,3.1754207996,4.6458e-09
8034,8.034000,-0.52355010,-2.29242617,0.01228523,-1.79266614,0.04733374,0.00346497,2.34912190,-0.10463624,3.1754207996,4.6458e-09
8035,8.035000,-0.52534296,-2.29237810,0.01228870,-1.79305451,0.04880312,0.00346403,2.34950085,-0.10405929,3.1754207996,4.6458e-09
8036,8.036000,-0.52713621,-2.29232856,0.01229216,-1.79344162,0.05027325,0.00346309,2.34987962,-0.10348233,3.1754207996,4.6458e-09
8037,8.037000,-0.52892984,-2.29227755,0.01229562,-1.79382747,0.05174411,0.00346214,2.35025821,-0.10290536,3.1754207996,4.6458e-09
8038,8.038000,-0.53072386,-2.29222507,0.01229908,-1.79421204,0.05321572,0.00346120,2.35063662,-0.10232838,3.1754207996,4.6458e-09
8039,8.039000,-0.53251827,-2.29217112,0.01230254,-1.79459535,0.05468807,0.00346026,2.35101485,-0.10175140,3.1754207996,4.6458e-09
8040,8.040000,-0.53431305,-2.29211570,0.01230600,-1.79497739,0.05616115,0.00345931,2.35139289,-0.10117441,3.1754207996,4.6458e-09
8041,8.041000,-0.53610822,-2.29205880,0.01230946,-1.79535815,0.05763497,0.00345837,2.35177076,-0.10059741,3.1754207996,4.6458e-09
8042,8.042000,-0.53790377,-2.29200043,0.01231292,-1.79573765,0.05910953,0.00345743,2.35214845,-0.10002040,3.1754207996,4.6458e-09
8043,8.043000,-0.53969970,-2.29194058,0.01231638,-1.79611587,0.06058482,0.00345649,2.35252596,-0.09944339,3.1754207996,4.6458e-09
8044,8.044000,-0.54149600,-2.29187926,0.01231983,-1.79649281,0.06206085,0.00345554,2.35290329,-0.09886637,3.1754207996,4.6458e-09
8045,8.045000,-0.54329268,-2.29181646,0.01232329,-1.79686848,0.06353760,0.00345460,2.35328044,-0.09828934,3.1754207996,4.6458e-09
8046,8.046000,-0.54508974,-2.29175218,0.01232674,-1.79724288,0.06501509,0.00345366,2.35365741,-0.09771231,3.1754207996,4.6458e-09
8047,8.047000,-0.54688717,-2.29168643,0.01233020,-1.79761600,0.06649331,0.00345272,2.35403420,-0.09713526,3.1754207996,4.6458e-09
8048,8.048000,-0.54868497,-2.29161919,0.01233365,-1.79798784,0.06797226,0.00345178,2.35441080,-0.09655821,3.1754207996,4.6458e-09
8049,8.049000,-0.55048314,-2.29155048,0.01233710,-1.79835840,0.06945193,0.00345083,2.35478723,-0.09598116,3.1754207996,4.6458e-09
8050,8.050000,-0.55228168,-2.29148029,0.01234055,-1.79872768,0.07093233,0.00344989,2.35516348,-0.09540410,3.1754207996,4.6458e-09
8051,8.051000,-0.55408060,-2.29140862,0.01234400,-1.79909567,0.07241346,0.00344895,2.35553955,-0.09482702,3.1754207996,4.6458e-09
8052,8.052000,-0.55587988,-2.29133546,0.01234745,-1.79946239,0.07389531,0.00344801,2.35591545,-0.09424995,3.1754207996,4.6458e-09
8053,8.053000,-0.55767952,-2.29126083,0.01235090,-1.79982782,0.07537789,0.00344707,2.35629116,-0.09367286,3.1754207996,4.6458e-09
8054,8.054000,-0.55947953,-2.29118471,0.01235434,-1.80019197,0.07686118,0.00344613,2.35666669,-0.09309577,3.1754207996,4.6458e-09
8055,8.055000,-0.56127990,-2.29110710,0.01235779,-1.80055484,0.07834520,0.00344519,2.35704204,-0.09251868,3.1754207996,4.6458e-09
8056,8.056000,-0.56308064,-2.29102802,0.01236123,-1.80091642,0.07982994,0.00344425,2.35741721,-0.09194157,3.1754207996,4.6458e-09
8057,8.057000,-0.56488174,-2.29094744,0.01236468,-1.80127671,0.08131539,0.00344331,2.35779221,-0.09136446,3.1754207996,4.6458e-09
8058,8.058000,-0.56668319,-2.29086539,0.01236812,-1.80163571,0.08280157,0.00344237,2.35816702,-0.09078734,3.1754207996,4.6458e-09
8059,8.059000,-0.56848501,-2.29078184,0.01237156,-1.80199342,0.08428846,0.00344143,2.35854166,-0.09021022,3.1754207996,4.6458e-09
8060,8.060000,-0.57028718,-2.29069681,0.01237500,-1.80234985,0.08577606,0.00344049,2.35891612,-0.08963309,3.1754207996,4.6458e-09
8061,8.061000,-0.57208971,-2.29061029,0.01237844,-1.80270498,0.08726438,0.00343955,2.35929039,-0.08905595,3.1754207996,4.6458e-09
8062,8.062000,-0.57389259,-2.29052228,0.01238188,-1.80305882,0.08875341,0.00343861,2.35966449,-0.08847881,3.1754207996,4.6458e-09
8063,8.063000,-0.57569582,-2.29043278,0.01238532,-1.80341136,0.09024316,0.00343767,2.36003841,-0.08790166,3.1754207996,4.6458e-09
8064,8.064000,-0.57749941,-2.29034179,0.01238876,-1.80376262,0.09173361,0.00343673,2.36041215,-0.08732451,3.1754207996,4.6458e-09
8065,8.065000,-0.57930335,-2.29024931,0.01239219,-1.80411257,0.09322478,0.00343579,2.36078571,-0.08674734,3.1754207996,4.6458e-09
